,Year,Jurisdiction,Category,Type,Stream,Management,Fate,Tonnes
6074,2014,ACT,Organics,Other organics,Total,Landfill,Disposal,7226
6075,2014,ACT,Organics,Other organics,Total,Landfill,Energy recovery,640
6076,2014,ACT,Organics,Timber,C&D,Landfill,Disposal,5028
6077,2014,ACT,Organics,Timber,C&D,Landfill,Energy recovery,3
6078,2014,ACT,Organics,Timber,C&I,Landfill,Disposal,10501
6079,2014,ACT,Organics,Timber,C&I,Landfill,Energy recovery,762
6080,2014,ACT,Organics,Timber,MSW,Landfill,Disposal,2421
6081,2014,ACT,Organics,Timber,MSW,Landfill,Energy recovery,234
6082,2014,ACT,Organics,Timber,Total,Landfill,Disposal,17950
6083,2014,ACT,Organics,Timber,Total,Landfill,Energy recovery,999
6084,2014,ACT,Organics,Timber,Total,Recycling,Recycling,17303
6085,2014,ACT,Other,Other unclassified materials,Total,Recycling,Recycling,377
6086,2014,ACT,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,9659
6087,2014,ACT,"Textiles, leather & rubber (excl. tyres)",Leather & rubber (excl. tyres),Total,Recycling,Recycling,252
6088,2014,ACT,"Textiles, leather & rubber (excl. tyres)",Textiles,Total,Recycling,Recycling,1009
6089,2014,NSW,Ash,Ash,C&I,Other disposal,Long-term storage,1547889
6090,2014,NSW,Ash,Ash,C&I,Recycling,Recycling,3777193
6091,2014,NSW,Ash,Ash,Total,Other disposal,Long-term storage,1547889
6092,2014,NSW,Ash,Ash,Total,Recycling,Recycling,3777193
6093,2014,NSW,Biosolids,Biosolids,C&I,Other disposal,Disposal,19648
6094,2014,NSW,Biosolids,Biosolids,C&I,Recycling,Recycling,365457
6095,2014,NSW,Biosolids,Biosolids,Total,Other disposal,Disposal,19648
6096,2014,NSW,Biosolids,Biosolids,Total,Recycling,Recycling,365457
6097,2014,NSW,Glass,Glass,C&D,Recycling,Recycling,6000
6098,2014,NSW,Glass,Glass,C&I,Landfill,Disposal,34836
6099,2014,NSW,Glass,Glass,C&I,Recycling,Recycling,59500
6100,2014,NSW,Glass,Glass,MSW,Landfill,Disposal,88776
6101,2014,NSW,Glass,Glass,MSW,Recycling,Recycling,147000
6102,2014,NSW,Glass,Glass,Total,Landfill,Disposal,123612
6103,2014,NSW,Glass,Glass,Total,Recycling,Recycling,212500
6104,2014,NSW,Hazardous,Acids,C&I,Treatment,Unknown,1586
6105,2014,NSW,Hazardous,Acids,Total,Treatment,Unknown,1586
6106,2014,NSW,Hazardous,Alkalis,C&I,Treatment,Unknown,572
6107,2014,NSW,Hazardous,Alkalis,Total,Treatment,Unknown,572
6108,2014,NSW,Hazardous,Asbestos,C&D,Landfill,Disposal,165491
6109,2014,NSW,Hazardous,Asbestos,C&I,Landfill,Disposal,140974
6110,2014,NSW,Hazardous,Asbestos,Total,Landfill,Disposal,306465
6111,2014,NSW,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,5322
6112,2014,NSW,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,18509
6113,2014,NSW,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,5322
6114,2014,NSW,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,18509
6115,2014,NSW,Hazardous,Contaminated soils,C&D,Landfill,Disposal,326613
6116,2014,NSW,Hazardous,Contaminated soils,C&I,Landfill,Disposal,127016
6117,2014,NSW,Hazardous,Contaminated soils,Total,Landfill,Disposal,453630
6118,2014,NSW,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,1573
6119,2014,NSW,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,149317
6120,2014,NSW,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,1573
6121,2014,NSW,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,149317
6122,2014,NSW,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,17331
6123,2014,NSW,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,35345
6124,2014,NSW,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,44082
6125,2014,NSW,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,17331
6126,2014,NSW,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,35345
6127,2014,NSW,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,44082
6128,2014,NSW,Hazardous,Oils,C&I,Recycling,Recycling,100440
6129,2014,NSW,Hazardous,Oils,C&I,Treatment,Unknown,23907
6130,2014,NSW,Hazardous,Oils,Total,Recycling,Recycling,100440
6131,2014,NSW,Hazardous,Oils,Total,Treatment,Unknown,23907
6132,2014,NSW,Hazardous,Organic chemicals,C&I,Treatment,Unknown,12280
6133,2014,NSW,Hazardous,Organic chemicals,Total,Treatment,Unknown,12280
6134,2014,NSW,Hazardous,Organic solvents,C&I,Recycling,Recycling,39
6135,2014,NSW,Hazardous,Organic solvents,C&I,Treatment,Unknown,557
6136,2014,NSW,Hazardous,Organic solvents,Total,Recycling,Recycling,39
6137,2014,NSW,Hazardous,Organic solvents,Total,Treatment,Unknown,557
6138,2014,NSW,Hazardous,Other,C&I,Landfill,Disposal,9296
6139,2014,NSW,Hazardous,Other,C&I,Other disposal,Disposal,37
6140,2014,NSW,Hazardous,Other,C&I,Recycling,Recycling,527
6141,2014,NSW,Hazardous,Other,C&I,Treatment,Unknown,668
6142,2014,NSW,Hazardous,Other,Total,Landfill,Disposal,9296
6143,2014,NSW,Hazardous,Other,Total,Other disposal,Disposal,37
6144,2014,NSW,Hazardous,Other,Total,Recycling,Recycling,527
6145,2014,NSW,Hazardous,Other,Total,Treatment,Unknown,668
6146,2014,NSW,Hazardous,Other hazardous organic wastes,C&I,Recycling,Recycling,1045
6147,2014,NSW,Hazardous,Other hazardous organic wastes,Total,Recycling,Recycling,1045
6148,2014,NSW,Hazardous,Other miscellaneous,C&I,Recycling,Recycling,18
6149,2014,NSW,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,3031
6150,2014,NSW,Hazardous,Other miscellaneous,Total,Recycling,Recycling,18
6151,2014,NSW,Hazardous,Other miscellaneous,Total,Treatment,Unknown,3031
6152,2014,NSW,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,15283
6153,2014,NSW,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,5167
6154,2014,NSW,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,8307
6155,2014,NSW,Hazardous,Other soil/sludges,Total,Landfill,Disposal,15283
6156,2014,NSW,Hazardous,Other soil/sludges,Total,Recycling,Recycling,5167
6157,2014,NSW,Hazardous,Other soil/sludges,Total,Treatment,Unknown,8307
6158,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",C&I,Other disposal,Disposal,2
6159,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,9
6160,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,5284
6161,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",Total,Other disposal,Disposal,2
6162,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,9
6163,2014,NSW,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,5284
6164,2014,NSW,Hazardous,Pesticides,C&I,Treatment,Unknown,184
6165,2014,NSW,Hazardous,Pesticides,Total,Treatment,Unknown,184
6166,2014,NSW,Hazardous,Reactive chemicals,C&I,Treatment,Unknown,17
6167,2014,NSW,Hazardous,Reactive chemicals,Total,Treatment,Unknown,17
6168,2014,NSW,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,30852
6169,2014,NSW,Hazardous,Tyres,C&I,Landfill,Disposal,70118
6170,2014,NSW,Hazardous,Tyres,C&I,Recycling,Recycling,9216
6171,2014,NSW,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,30852
6172,2014,NSW,Hazardous,Tyres,Total,Landfill,Disposal,70118
6173,2014,NSW,Hazardous,Tyres,Total,Recycling,Recycling,9216
6174,2014,NSW,Masonry materials,Asphalt,C&D,Recycling,Recycling,550500
6175,2014,NSW,Masonry materials,Asphalt,MSW,Recycling,Recycling,14500
6176,2014,NSW,Masonry materials,Asphalt,Total,Recycling,Recycling,565000
6177,2014,NSW,Masonry materials,Bricks,C&D,Recycling,Recycling,1013250
6178,2014,NSW,Masonry materials,Bricks,C&I,Recycling,Recycling,117000
6179,2014,NSW,Masonry materials,Bricks,MSW,Recycling,Recycling,12750
6180,2014,NSW,Masonry materials,Bricks,Total,Recycling,Recycling,1143000
6181,2014,NSW,Masonry materials,Concrete,C&D,Recycling,Recycling,1013250
6182,2014,NSW,Masonry materials,Concrete,C&I,Recycling,Recycling,117000
6183,2014,NSW,Masonry materials,Concrete,MSW,Recycling,Recycling,12750
6184,2014,NSW,Masonry materials,Concrete,Total,Recycling,Recycling,1143000
6185,2014,NSW,Masonry materials,Plasterboard & cement sheeting,C&I,Recycling,Recycling,19000
6186,2014,NSW,Masonry materials,Plasterboard & cement sheeting,Total,Recycling,Recycling,19000
6187,2014,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),C&D,Recycling,Recycling,453000
6188,2014,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),C&I,Recycling,Recycling,491000
6189,2014,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),MSW,Recycling,Recycling,175500
6190,2014,NSW,Masonry materials,Rubble (incl. non-haz. foundry sands),Total,Recycling,Recycling,1119500
6191,2014,NSW,Metals,Aluminium,C&D,Recycling,Recycling,45362
6192,2014,NSW,Metals,Aluminium,C&I,Recycling,Recycling,39996
6193,2014,NSW,Metals,Aluminium,MSW,Recycling,Recycling,23412
6194,2014,NSW,Metals,Aluminium,Total,Recycling,Recycling,108770
6195,2014,NSW,Metals,Non-ferrous metals (excl. aluminium),C&D,Recycling,Recycling,26500
6196,2014,NSW,Metals,Non-ferrous metals (excl. aluminium),C&I,Recycling,Recycling,53000
6197,2014,NSW,Metals,Non-ferrous metals (excl. aluminium),MSW,Recycling,Recycling,31500
6198,2014,NSW,Metals,Non-ferrous metals (excl. aluminium),Total,Recycling,Recycling,111000
6199,2014,NSW,Metals,Steel,C&D,Recycling,Recycling,427129
6200,2014,NSW,Metals,Steel,C&I,Recycling,Recycling,512357
6201,2014,NSW,Metals,Steel,MSW,Recycling,Recycling,484276
6202,2014,NSW,Metals,Steel,Total,Recycling,Recycling,1423762
6203,2014,NSW,Organics,Food organics,C&D,Landfill,Disposal,184
6204,2014,NSW,Organics,Food organics,C&D,Landfill,Energy recovery,48
6205,2014,NSW,Organics,Food organics,C&I,Energy from waste facility,Energy recovery,30244
6206,2014,NSW,Organics,Food organics,C&I,Landfill,Disposal,170548
6207,2014,NSW,Organics,Food organics,C&I,Landfill,Energy recovery,49772
6208,2014,NSW,Organics,Food organics,C&I,Recycling,Recycling,88756
6209,2014,NSW,Organics,Food organics,MSW,Landfill,Disposal,640685
6210,2014,NSW,Organics,Food organics,MSW,Landfill,Energy recovery,189598
6211,2014,NSW,Organics,Food organics,MSW,Recycling,Recycling,188000
6212,2014,NSW,Organics,Food organics,Total,Energy from waste facility,Energy recovery,30244
6213,2014,NSW,Organics,Food organics,Total,Landfill,Disposal,811418
6214,2014,NSW,Organics,Food organics,Total,Landfill,Energy recovery,239418
6215,2014,NSW,Organics,Food organics,Total,Recycling,Recycling,276756
6216,2014,NSW,Organics,Garden organics,C&D,Landfill,Disposal,30797
6217,2014,NSW,Organics,Garden organics,C&D,Landfill,Energy recovery,1801
6218,2014,NSW,Organics,Garden organics,C&D,Recycling,Recycling,77000
6219,2014,NSW,Organics,Garden organics,C&I,Landfill,Disposal,125704
6220,2014,NSW,Organics,Garden organics,C&I,Landfill,Energy recovery,8215
6221,2014,NSW,Organics,Garden organics,C&I,Recycling,Recycling,365000
6222,2014,NSW,Organics,Garden organics,MSW,Landfill,Disposal,377266
6223,2014,NSW,Organics,Garden organics,MSW,Landfill,Energy recovery,25001
6224,2014,NSW,Organics,Garden organics,MSW,Recycling,Recycling,727500
6225,2014,NSW,Organics,Garden organics,Total,Landfill,Disposal,533766
6226,2014,NSW,Organics,Garden organics,Total,Landfill,Energy recovery,35017
6227,2014,NSW,Organics,Garden organics,Total,Recycling,Recycling,1169500
6228,2014,NSW,Organics,Other organics,C&I,Recycling,Recycling,165500
6229,2014,NSW,Organics,Other organics,MSW,Landfill,Disposal,166356
6230,2014,NSW,Organics,Other organics,MSW,Landfill,Energy recovery,13285
6231,2014,NSW,Organics,Other organics,MSW,Recycling,Recycling,589000
6232,2014,NSW,Organics,Other organics,Total,Landfill,Disposal,166356
6233,2014,NSW,Organics,Other organics,Total,Landfill,Energy recovery,13285
6234,2014,NSW,Organics,Other organics,Total,Recycling,Recycling,754500
6235,2014,NSW,Organics,Timber,C&D,Landfill,Disposal,233927
6236,2014,NSW,Organics,Timber,C&D,Landfill,Energy recovery,12432
6237,2014,NSW,Organics,Timber,C&D,Recycling,Recycling,95500
6238,2014,NSW,Organics,Timber,C&I,Landfill,Disposal,317662
6239,2014,NSW,Organics,Timber,C&I,Landfill,Energy recovery,18869
6240,2014,NSW,Organics,Timber,C&I,Recycling,Recycling,224500
6241,2014,NSW,Organics,Timber,MSW,Landfill,Disposal,32990
6242,2014,NSW,Organics,Timber,MSW,Landfill,Energy recovery,1987
6243,2014,NSW,Organics,Timber,MSW,Recycling,Recycling,8000
6244,2014,NSW,Organics,Timber,Total,Landfill,Disposal,584579
6245,2014,NSW,Organics,Timber,Total,Landfill,Energy recovery,33288
6246,2014,NSW,Organics,Timber,Total,Recycling,Recycling,328000
6247,2014,NSW,Other,Other unclassified materials,C&D,Landfill,Disposal,10613
6248,2014,NSW,Other,Other unclassified materials,C&D,Recycling,Recycling,661900
6249,2014,NSW,Other,Other unclassified materials,C&I,Landfill,Disposal,145656
6250,2014,NSW,Other,Other unclassified materials,C&I,Recycling,Recycling,118000
6251,2014,NSW,Other,Other unclassified materials,MSW,Landfill,Disposal,71250
6252,2014,NSW,Other,Other unclassified materials,MSW,Recycling,Recycling,251500
6253,2014,NSW,Other,Other unclassified materials,Total,Landfill,Disposal,227519
6254,2014,NSW,Other,Other unclassified materials,Total,Recycling,Recycling,1031400
6255,2014,NSW,Paper & cardboard,Cardboard,C&I,Recycling,Recycling,262831
6256,2014,NSW,Paper & cardboard,Cardboard,MSW,Recycling,Recycling,87127
6257,2014,NSW,Paper & cardboard,Cardboard,Total,Recycling,Recycling,349958
6258,2014,NSW,Paper & cardboard,Liquid paperboard,MSW,Recycling,Recycling,4507
6259,2014,NSW,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,4507
6260,2014,NSW,Paper & cardboard,Newsprint & magazines,C&I,Recycling,Recycling,56621
6261,2014,NSW,Paper & cardboard,Newsprint & magazines,MSW,Recycling,Recycling,229334
6262,2014,NSW,Paper & cardboard,Newsprint & magazines,Total,Recycling,Recycling,285955
6263,2014,NSW,Paper & cardboard,Office paper,C&I,Recycling,Recycling,95766
6264,2014,NSW,Paper & cardboard,Office paper,MSW,Recycling,Recycling,35552
6265,2014,NSW,Paper & cardboard,Office paper,Total,Recycling,Recycling,131317
6266,2014,NT,Biosolids,Biosolids,C&I,Other disposal,Disposal,1629
6267,2014,NT,Biosolids,Biosolids,C&I,Recycling,Recycling,8961
6268,2014,NT,Biosolids,Biosolids,Total,Other disposal,Disposal,1629
6269,2014,NT,Biosolids,Biosolids,Total,Recycling,Recycling,8961
6270,2014,NT,Glass,Glass,C&D,Landfill,Disposal,6
6271,2014,NT,Glass,Glass,C&I,Landfill,Disposal,1133
6272,2014,NT,Glass,Glass,MSW,Landfill,Disposal,8767
6273,2014,NT,Glass,Glass,MSW,Recycling,Recycling,5740
6274,2014,NT,Glass,Glass,Total,Landfill,Disposal,9906
6275,2014,NT,Glass,Glass,Total,Recycling,Recycling,5740
6276,2014,NT,Hazardous,Alkalis,C&I,Landfill,Disposal,31
6277,2014,NT,Hazardous,Alkalis,C&I,Recycling,Recycling,75
6278,2014,NT,Hazardous,Alkalis,C&I,Treatment,Unknown,14
6279,2014,NT,Hazardous,Alkalis,Total,Landfill,Disposal,31
6280,2014,NT,Hazardous,Alkalis,Total,Recycling,Recycling,75
6281,2014,NT,Hazardous,Alkalis,Total,Treatment,Unknown,14
6282,2014,NT,Hazardous,Asbestos,C&D,Landfill,Disposal,1079
6283,2014,NT,Hazardous,Asbestos,C&D,Treatment,Unknown,1
6284,2014,NT,Hazardous,Asbestos,C&I,Landfill,Disposal,919
6285,2014,NT,Hazardous,Asbestos,C&I,Treatment,Unknown,1
6286,2014,NT,Hazardous,Asbestos,Total,Landfill,Disposal,1998
6287,2014,NT,Hazardous,Asbestos,Total,Recycling,Recycling,1
6288,2014,NT,Hazardous,Asbestos,Total,Treatment,Unknown,1
6289,2014,NT,Hazardous,Clinical & pharmaceutical,C&I,Landfill,Disposal,10
6290,2014,NT,Hazardous,Clinical & pharmaceutical,C&I,Other disposal,Disposal,37
6291,2014,NT,Hazardous,Clinical & pharmaceutical,C&I,Recycling,Recycling,1
6292,2014,NT,Hazardous,Clinical & pharmaceutical,C&I,Treatment,Unknown,29
6293,2014,NT,Hazardous,Clinical & pharmaceutical,Total,Landfill,Disposal,10
6294,2014,NT,Hazardous,Clinical & pharmaceutical,Total,Other disposal,Disposal,37
6295,2014,NT,Hazardous,Clinical & pharmaceutical,Total,Recycling,Recycling,1
6296,2014,NT,Hazardous,Clinical & pharmaceutical,Total,Treatment,Unknown,29
6297,2014,NT,Hazardous,Contaminated soils,C&D,Landfill,Disposal,7518
6298,2014,NT,Hazardous,Contaminated soils,C&D,Recycling,Recycling,389
6299,2014,NT,Hazardous,Contaminated soils,C&D,Treatment,Unknown,780
6300,2014,NT,Hazardous,Contaminated soils,C&I,Landfill,Disposal,2924
6301,2014,NT,Hazardous,Contaminated soils,C&I,Recycling,Recycling,151
6302,2014,NT,Hazardous,Contaminated soils,C&I,Treatment,Unknown,303
6303,2014,NT,Hazardous,Contaminated soils,Total,Landfill,Disposal,10442
6304,2014,NT,Hazardous,Contaminated soils,Total,Recycling,Recycling,540
6305,2014,NT,Hazardous,Contaminated soils,Total,Treatment,Unknown,1083
6306,2014,NT,Hazardous,Food-derived hazardous wastes,C&I,Landfill,Disposal,89
6307,2014,NT,Hazardous,Food-derived hazardous wastes,C&I,Other disposal,Disposal,1
6308,2014,NT,Hazardous,Food-derived hazardous wastes,C&I,Recycling,Recycling,6607
6309,2014,NT,Hazardous,Food-derived hazardous wastes,C&I,Treatment,Unknown,1811
6310,2014,NT,Hazardous,Food-derived hazardous wastes,Total,Landfill,Disposal,89
6311,2014,NT,Hazardous,Food-derived hazardous wastes,Total,Other disposal,Disposal,1
6312,2014,NT,Hazardous,Food-derived hazardous wastes,Total,Recycling,Recycling,6607
6313,2014,NT,Hazardous,Food-derived hazardous wastes,Total,Treatment,Unknown,1811
6314,2014,NT,Hazardous,Inorganic chemicals,C&I,Landfill,Disposal,26
6315,2014,NT,Hazardous,Inorganic chemicals,C&I,Recycling,Recycling,202
6316,2014,NT,Hazardous,Inorganic chemicals,C&I,Treatment,Unknown,54
6317,2014,NT,Hazardous,Inorganic chemicals,Total,Landfill,Disposal,26
6318,2014,NT,Hazardous,Inorganic chemicals,Total,Recycling,Recycling,202
6319,2014,NT,Hazardous,Inorganic chemicals,Total,Treatment,Unknown,54
6320,2014,NT,Hazardous,Oils,C&I,Landfill,Disposal,15
6321,2014,NT,Hazardous,Oils,C&I,Other disposal,Disposal,1
6322,2014,NT,Hazardous,Oils,C&I,Recycling,Recycling,3631
6323,2014,NT,Hazardous,Oils,C&I,Treatment,Unknown,831
6324,2014,NT,Hazardous,Oils,Total,Landfill,Disposal,15
6325,2014,NT,Hazardous,Oils,Total,Other disposal,Disposal,1
6326,2014,NT,Hazardous,Oils,Total,Recycling,Recycling,3631
6327,2014,NT,Hazardous,Oils,Total,Treatment,Unknown,831
6328,2014,NT,Hazardous,Organic chemicals,C&I,Recycling,Recycling,1
6329,2014,NT,Hazardous,Organic chemicals,C&I,Treatment,Unknown,2
6330,2014,NT,Hazardous,Organic chemicals,Total,Recycling,Recycling,1
6331,2014,NT,Hazardous,Organic chemicals,Total,Treatment,Unknown,2
6332,2014,NT,Hazardous,Other miscellaneous,C&I,Landfill,Disposal,3
6333,2014,NT,Hazardous,Other miscellaneous,C&I,Recycling,Recycling,4
6334,2014,NT,Hazardous,Other miscellaneous,C&I,Treatment,Unknown,19
6335,2014,NT,Hazardous,Other miscellaneous,Total,Landfill,Disposal,3
6336,2014,NT,Hazardous,Other miscellaneous,Total,Recycling,Recycling,4
6337,2014,NT,Hazardous,Other miscellaneous,Total,Treatment,Unknown,19
6338,2014,NT,Hazardous,Other soil/sludges,C&I,Landfill,Disposal,6
6339,2014,NT,Hazardous,Other soil/sludges,C&I,Recycling,Recycling,4
6340,2014,NT,Hazardous,Other soil/sludges,C&I,Treatment,Unknown,3
6341,2014,NT,Hazardous,Other soil/sludges,Total,Landfill,Disposal,6
6342,2014,NT,Hazardous,Other soil/sludges,Total,Recycling,Recycling,4
6343,2014,NT,Hazardous,Other soil/sludges,Total,Treatment,Unknown,3
6344,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Landfill,Disposal,25
6345,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Recycling,Recycling,10
6346,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",C&I,Treatment,Unknown,10
6347,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Landfill,Disposal,25
6348,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Recycling,Recycling,10
6349,2014,NT,Hazardous,"Paints, resins, inks, organic sludges",Total,Treatment,Unknown,10
6350,2014,NT,Hazardous,Tyres,C&I,Energy from waste facility,Energy recovery,1401
6351,2014,NT,Hazardous,Tyres,C&I,Landfill,Disposal,3074
6352,2014,NT,Hazardous,Tyres,C&I,Recycling,Recycling,529
6353,2014,NT,Hazardous,Tyres,Total,Energy from waste facility,Energy recovery,1401
6354,2014,NT,Hazardous,Tyres,Total,Landfill,Disposal,3074
6355,2014,NT,Hazardous,Tyres,Total,Recycling,Recycling,529
6356,2014,NT,Metals,Aluminium,MSW,Recycling,Recycling,1857
6357,2014,NT,Metals,Aluminium,Total,Recycling,Recycling,1857
6358,2014,NT,Metals,Steel,MSW,Recycling,Recycling,1016
6359,2014,NT,Metals,Steel,Total,Recycling,Recycling,1016
6360,2014,NT,Organics,Food organics,C&I,Landfill,Disposal,9760
6361,2014,NT,Organics,Food organics,C&I,Landfill,Energy recovery,1312
6362,2014,NT,Organics,Food organics,MSW,Landfill,Disposal,48066
6363,2014,NT,Organics,Food organics,MSW,Landfill,Energy recovery,6460
6364,2014,NT,Organics,Food organics,Total,Landfill,Disposal,57825
6365,2014,NT,Organics,Food organics,Total,Landfill,Energy recovery,7771
6366,2014,NT,Organics,Garden organics,C&D,Landfill,Disposal,3012
6367,2014,NT,Organics,Garden organics,C&D,Landfill,Energy recovery,103
6368,2014,NT,Organics,Garden organics,C&I,Landfill,Disposal,1991
6369,2014,NT,Organics,Garden organics,C&I,Landfill,Energy recovery,68
6370,2014,NT,Organics,Garden organics,MSW,Landfill,Disposal,24852
6371,2014,NT,Organics,Garden organics,MSW,Landfill,Energy recovery,853
6372,2014,NT,Organics,Garden organics,Total,Landfill,Disposal,29855
6373,2014,NT,Organics,Garden organics,Total,Landfill,Energy recovery,1025
6374,2014,NT,Organics,Other organics,MSW,Landfill,Disposal,5986
6375,2014,NT,Organics,Other organics,MSW,Landfill,Energy recovery,246
6376,2014,NT,Organics,Other organics,Total,Landfill,Disposal,5986
6377,2014,NT,Organics,Other organics,Total,Landfill,Energy recovery,246
6378,2014,NT,Organics,Timber,C&D,Landfill,Disposal,9065
6379,2014,NT,Organics,Timber,C&D,Landfill,Energy recovery,283
6380,2014,NT,Organics,Timber,C&I,Landfill,Disposal,6242
6381,2014,NT,Organics,Timber,C&I,Landfill,Energy recovery,195
6382,2014,NT,Organics,Timber,MSW,Landfill,Disposal,1511
6383,2014,NT,Organics,Timber,MSW,Landfill,Energy recovery,47
6384,2014,NT,Organics,Timber,Total,Landfill,Disposal,16818
6385,2014,NT,Organics,Timber,Total,Landfill,Energy recovery,524
6386,2014,NT,Paper & cardboard,Cardboard,MSW,Recycling,Recycling,2103
6387,2014,NT,Paper & cardboard,Cardboard,Total,Recycling,Recycling,2103
6388,2014,NT,Paper & cardboard,Liquid paperboard,MSW,Recycling,Recycling,113
6389,2014,NT,Paper & cardboard,Liquid paperboard,Total,Recycling,Recycling,113
6390,2014,NT,Plastics,High density polyethylene (HDPE),MSW,Recycling,Recycling,146
6391,2014,NT,Plastics,High density polyethylene (HDPE),Total,Recycling,Recycling,146
6392,2014,NT,Plastics,Polyethylene terephthalate (PET),MSW,Recycling,Recycling,713
6393,2014,NT,Plastics,Polyethylene terephthalate (PET),Total,Recycling,Recycling,713
6394,2014,Qld,Ash,Ash,C&I,Other disposal,Long-term storage,3523002
6395,2014,Qld,Ash,Ash,C&I,Recycling,Recycling,718603
6396,2014,Qld,Ash,Ash,Total,Other disposal,Long-term storage,3523002
6397,2014,Qld,Ash,Ash,Total,Recycling,Recycling,718603
6398,2014,Qld,Biosolids,Biosolids,C&I,Recycling,Recycling,289333
6399,2014,Qld,Biosolids,Biosolids,Total,Recycling,Recycling,289333
6400,2014,Qld,Glass,Glass,C&D,Landfill,Disposal,47
6401,2014,Qld,Glass,Glass,C&I,Landfill,Disposal,33433
6402,2014,Qld,Glass,Glass,MSW,Landfill,Disposal,96207
6403,2014,Qld,Glass,Glass,Total,Landfill,Disposal,129687
6404,2014,Qld,Glass,Glass,Total,Recycling,Recycling,69215
6405,2014,Qld,Hazardous,Acids,C&I,Landfill,Disposal,1003
6406,2014,Qld,Hazardous,Acids,C&I,Recycling,Recycling,11093
6407,2014,Qld,Hazardous,Acids,C&I,Treatment,Unknown,5523
6408,2014,Qld,Hazardous,Acids,Total,Landfill,Disposal,1003
6409,2014,Qld,Hazardous,Acids,Total,Recycling,Recycling,11093
6410,2014,Qld,Hazardous,Acids,Total,Treatment,Unknown,5523
6411,2014,Qld,Hazardous,Alkalis,C&I,Landfill,Disposal,51260
6412,2014,Qld,Hazardous,Alkalis,C&I,Other disposal,Disposal,39
6413,2014,Qld,Hazardous,Alkalis,C&I,Recycling,Recycling,101298
6414,2014,Qld,Hazardous,Alkalis,C&I,Treatment,Unknown,986
6415,2014,Qld,Hazardous,Alkalis,Total,Landfill,Disposal,51260
6416,2014,Qld,Hazardous,Alkalis,Total,Other disposal,Disposal,39
6417,2014,Qld,Hazardous,Alkalis,Total,Recycling,Recycling,101298
6418,2014,Qld,Hazardous,Alkalis,Total,Treatment,Unknown,986
6419,2014,Qld,Hazardous,Asbestos,C&D,Landfill,Disposal,80806
6420,2014,Qld,Hazardous,Asbestos,C&D,Other disposal,Disposal,22
6421,2014,Qld,Hazardous,Asbestos,C&D,Recycling,Recycling,181
6422,2014,Qld,Hazardous,Asbestos,C&D,Treatment,Unknown,153
6423,2014,Qld,Hazardous,Asbestos,C&I,Landfill,Disposal,68835
6424,2014,Qld,Hazardous,Asbestos,C&I,Other disposal,Disposal,19
6425,2014,Qld,Hazardous,Asbestos,C&I,Recycling,Recycling,154
6426,2014,Qld,Hazardous,Asbestos,C&I,Treatment,Unknown,131
6427,2014,Qld,Hazardous,Asbestos,Total,Landfill,Disposal,149641
6428,2014,Qld,Hazardous,Asbestos,Total,Other disposal,Disposal,41
6429,2014,Qld,Hazardous,Asbestos,Total,Recycling,Recycling,335
6430,2014,Qld,Hazardous,Asbestos,Total,Treatment,Unknown,284
